  0% 0/3355 [00:00<?, ?it/s]/usr/local/lib/python3.12/dist-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/usr/local/lib/python3.12/dist-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                        
{'loss': 3.4035, 'learning_rate': 9.900990099009901e-06, 'epoch': 0.0}
{'loss': 1.8366, 'learning_rate': 5.381935730455123e-06, 'epoch': 0.86}
{'loss': 1.8599, 'learning_rate': 5.166152961756704e-06, 'epoch': 0.86}
{'loss': 1.8498, 'learning_rate': 4.954549144074472e-06, 'epoch': 0.86}
{'loss': 1.9826, 'learning_rate': 4.747144000944265e-06, 'epoch': 0.86}
{'loss': 1.874, 'learning_rate': 4.543956864544591e-06, 'epoch': 0.87}
{'loss': 1.8109, 'learning_rate': 4.345006673894636e-06, 'epoch': 0.87}
{'loss': 1.8413, 'learning_rate': 4.150311973089027e-06, 'epoch': 0.87}
{'loss': 1.8474, 'learning_rate': 3.959890909569281e-06, 'epoch': 0.88}
{'loss': 1.8422, 'learning_rate': 3.773761232432349e-06, 'epoch': 0.88}
{'loss': 1.8181, 'learning_rate': 3.591940290776169e-06, 'epoch': 0.88}
{'loss': 1.8629, 'learning_rate': 3.4144450320825973e-06, 'epoch': 0.89}
{'loss': 1.8822, 'learning_rate': 3.2412920006376968e-06, 'epoch': 0.89}
{'loss': 1.8286, 'learning_rate': 3.07249733598971e-06, 'epoch': 0.89}
{'loss': 1.8835, 'learning_rate': 2.908076771444651e-06, 'epoch': 0.89}
{'eval_loss': 1.8436535596847534, 'eval_runtime': 2354.8735, 'eval_samples_per_second': 14.956, 'eval_steps_per_second': 0.356, 'epoch': 0.89}
You are using a model of type llava to instantiate a model of type llava_llama. This is not supported for all configurations of models and can yield errors.
/usr/local/lib/python3.12/dist-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/usr/local/lib/python3.12/dist-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                              
{'loss': 1.8341, 'learning_rate': 2.748045632599833e-06, 'epoch': 0.9}
{'loss': 1.8396, 'learning_rate': 2.5924188359153447e-06, 'epoch': 0.9}
{'loss': 1.8757, 'learning_rate': 2.441210887323725e-06, 'epoch': 0.9}
{'loss': 1.8759, 'learning_rate': 2.2944358808778265e-06, 'epoch': 0.91}
{'loss': 1.8969, 'learning_rate': 2.1521074974371614e-06, 'epoch': 0.91}
{'loss': 1.8697, 'learning_rate': 2.0142390033926763e-06, 'epoch': 0.91}
{'loss': 1.7813, 'learning_rate': 1.8808432494302086e-06, 'epoch': 0.92}
{'loss': 1.8896, 'learning_rate': 1.75193266933269e-06, 'epoch': 0.92}
{'loss': 1.881, 'learning_rate': 1.6275192788211768e-06, 'epoch': 0.92}
{'loss': 1.8263, 'learning_rate': 1.5076146744348486e-06, 'epoch': 0.92}
{'loss': 1.7771, 'learning_rate': 1.3922300324501536e-06, 'epoch': 0.93}
{'loss': 1.8518, 'learning_rate': 1.2813761078390384e-06, 'epoch': 0.93}
{'loss': 1.8716, 'learning_rate': 1.1750632332664602e-06, 'epoch': 0.93}
{'loss': 1.9526, 'learning_rate': 1.0733013181273456e-06, 'epoch': 0.94}
{'loss': 1.79, 'learning_rate': 9.760998476228579e-07, 'epoch': 0.94}
{'loss': 1.9175, 'learning_rate': 8.834678818763265e-07, 'epoch': 0.94}
{'loss': 1.9188, 'learning_rate': 7.954140550887778e-07, 'epoch': 0.94}
{'loss': 1.8834, 'learning_rate': 7.119465747340903e-07, 'epoch': 0.95}
{'loss': 1.8228, 'learning_rate': 6.330732207940171e-07, 'epoch': 0.95}
{'loss': 1.8718, 'learning_rate': 5.58801345033011e-07, 'epoch': 0.95}
{'loss': 1.8682, 'learning_rate': 4.891378703129501e-07, 'epoch': 0.96}
{'loss': 1.8342, 'learning_rate': 4.2408928994787656e-07, 'epoch': 0.96}
{'loss': 1.8446, 'learning_rate': 3.636616670987414e-07, 'epoch': 0.96}
{'loss': 1.8614, 'learning_rate': 3.078606342082846e-07, 'epoch': 0.97}
{'loss': 1.8452, 'learning_rate': 2.5669139247601613e-07, 'epoch': 0.97}
{'loss': 1.8432, 'learning_rate': 2.1015871137340937e-07, 'epoch': 0.97}
{'loss': 1.8913, 'learning_rate': 1.6826692819935096e-07, 'epoch': 0.97}
{'loss': 1.9094, 'learning_rate': 1.3101994767587e-07, 'epoch': 0.98}
{'loss': 1.9425, 'learning_rate': 9.842124158415678e-08, 'epoch': 0.98}
{'loss': 1.7836, 'learning_rate': 7.047384844098837e-08, 'epoch': 0.98}
{'loss': 1.9514, 'learning_rate': 4.718037321546631e-08, 'epoch': 0.99}
{'loss': 1.8851, 'learning_rate': 2.8542987086266347e-08, 'epoch': 0.99}
{'loss': 1.8028, 'learning_rate': 1.4563427239211446e-08, 'epoch': 0.99}
{'loss': 1.899, 'learning_rate': 5.242996705373537e-09, 'epoch': 1.0}
{'loss': 2.0533, 'learning_rate': 5.825642396151132e-10, 'epoch': 1.0}
{'train_runtime': 44738.96, 'train_samples_per_second': 3.149, 'train_steps_per_second': 0.075, 'train_loss': 1.94537209910181, 'epoch': 1.0}
Some non-default generation parameters are set in the model config. These should go into a GenerationConfig file (https://huggingface.co/docs/transformers/generation_strategies#save-a-custom-decoding-strategy-with-your-model) instead. This warning will be raised to an exception in v4.41.
Non-default generation parameters: {'max_length': 4096}
/usr/local/lib/python3.12/dist-packages/huggingface_hub/file_download.py:942: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
You are using a model of type llava to instantiate a model of type llava_llama. This is not supported for all configurations of models and can yield errors.
