{'loss': 1.921, 'learning_rate': 1.9801980198019803e-06, 'epoch': 0.0}
{'loss': 1.8447, 'learning_rate': 8.481785798957531e-08, 'epoch': 0.96}
{'loss': 1.8547, 'learning_rate': 7.273233341974828e-08, 'epoch': 0.96}
{'loss': 1.8861, 'learning_rate': 6.157212684165692e-08, 'epoch': 0.97}
{'loss': 1.8608, 'learning_rate': 5.133827849520323e-08, 'epoch': 0.97}
{'loss': 1.8521, 'learning_rate': 4.203174227468187e-08, 'epoch': 0.97}
{'loss': 1.9112, 'learning_rate': 3.365338563987019e-08, 'epoch': 0.97}
{'loss': 1.9284, 'learning_rate': 2.6203989535174002e-08, 'epoch': 0.98}
{'loss': 1.96, 'learning_rate': 1.9684248316831356e-08, 'epoch': 0.98}
{'loss': 1.8024, 'learning_rate': 1.4094769688197674e-08, 'epoch': 0.98}
{'loss': 1.9661, 'learning_rate': 9.436074643093263e-09, 'epoch': 0.99}
{'loss': 1.9129, 'learning_rate': 5.70859741725327e-09, 'epoch': 0.99}
{'loss': 1.8211, 'learning_rate': 2.9126854478422894e-09, 'epoch': 0.99}
{'loss': 1.9212, 'learning_rate': 1.0485993410747074e-09, 'epoch': 1.0}
{'loss': 2.0832, 'learning_rate': 1.1651284792302263e-10, 'epoch': 1.0}
